Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,Lowest distortion
LiNpO3,Li,Np,FALSE,0,0,0.92,0.76,0.86,0.98,1.36,2.453211831,0,-2.495571429,0.725879528,-,0.614285714,rhombohedral
LiOsO3,Li,Os,FALSE,0,0,0.92,0.76,0.57,0.98,2.2,2.453211831,1.954921624,-1.6085,0.83273489,-,0.407142857,rhombohedral
LiPaO3,Li,Pa,FALSE,0,0,0.92,0.76,0.91,0.98,1.5,2.453211831,0,-2.554928571,0.71016785,-,0.65,rhombohedral
LiPbO3,Li,Pb,FALSE,-,-,0.92,0.76,0.99,0.98,2.33,2.453211831,2.362863567,-2.450785714,0.686396541,-,0.707142857,cubic
LiPdO3,Li,Pd,FALSE,-,-,0.92,0.76,0.75,0.98,2.2,2.453211831,2.04250519,-1.987785714,0.76301755,-,0.535714286,cubic
LiPmO3,Li,Pm,FALSE,0,0,0.92,0.76,0.97,0.98,1.13,2.453211831,0,-2.802928571,0.692188917,-,0.692857143,cubic
LiPrO3,Li,Pr,FALSE,-,-,0.92,0.76,0.92,0.98,1.13,2.453211831,2.340791612,-2.697571429,0.707106781,-,0.657142857,orthorhombic
LiPtO3,Li,Pt,FALSE,0,0,0.92,0.76,0.67,0.98,2.28,2.453211831,2.64390067,-1.792928571,0.792506151,-,0.478571429,cubic
LiPuO3,Li,Pu,FALSE,0,0,0.92,0.76,0.83,0.98,1.28,2.453211831,2.226583834,-2.458642857,0.735644723,-,0.592857143,orthorhombic
LiRbO3,Li,Rb,FALSE,-,-,0.92,0.76,1.52,0.98,0.82,2.453211831,2.825996661,-4.063714286,0.561810867,-,1.085714286,cubic
LiReO3,Li,Re,FALSE,1,5,0.92,0.76,0.58,0.98,1.9,2.453211831,1.98797081,-1.728142857,0.828529158,4.852011679,0.414285714,rhombohedral
LiRhO3,Li,Rh,FALSE,-,-,0.92,0.76,0.61,0.98,2.28,2.453211831,2.001424352,-1.6665,0.816163051,-,0.435714286,orthorhombic
LiRuO3,Li,Ru,FALSE,1,5,0.92,0.76,0.57,0.98,2.2,2.453211831,2.018753288,-1.6085,0.83273489,4.827582385,0.407142857,rhombohedral
LiSbO3,Li,Sb,FALSE,1,5,0.92,0.76,0.6,0.98,2.05,2.453211831,2.075848892,-1.721,0.820243866,4.920547752,0.428571429,rhombohedral
LiScO3,Li,Sc,FALSE,-,-,0.92,0.76,0.75,0.98,1.36,2.453211831,2.074614707,-2.263785714,0.76301755,-,0.535714286,cubic
LiSiO3,Li,Si,FALSE,-,-,0.92,0.76,0.4,0.98,1.9,2.453211831,1.783360927,-1.348857143,0.911382074,-,0.285714286,orthorhombic
LiSmO3,Li,Sm,FALSE,-,-,0.92,0.76,0.96,0.98,1.17,2.453211831,2.311832729,-2.768714286,0.69512192,-,0.685714286,cubic
LiSnO3,Li,Sn,FALSE,-,-,0.92,0.76,0.69,0.98,1.96,2.453211831,2.052287148,-1.940214286,0.78492236,-,0.492857143,orthorhombic
LiSrO3,Li,Sr,FALSE,-,-,0.92,0.76,1.18,0.98,0.95,2.453211831,2.452968591,-3.304571429,0.635847958,-,0.842857143,cubic
LiTaO3,Li,Ta,FALSE,1,5,0.92,0.76,0.64,0.98,1.5,2.453211831,1.956808277,-1.986,0.804160653,5.148586357,0.457142857,rhombohedral
LiTbO3,Li,Tb,FALSE,-,-,0.92,0.76,0.84,0.98,1.2,2.453211831,2.256932729,-2.506,0.732360595,-,0.6,cubic
LiTcO3,Li,Tc,FALSE,0,0,0.92,0.76,0.6,0.98,1.9,2.453211831,0,-1.770285714,0.820243866,-,0.428571429,rhombohedral
LiTeO3,Li,Te,FALSE,-,-,0.92,0.76,0.77,0.98,2.1,2.453211831,2.115491508,-2.062785714,0.75598513,-,0.55,rhombohedral
LiThO3,Li,Th,FALSE,-,-,0.92,0.76,0.94,0.98,1.3,2.453211831,2.246056043,-2.683857143,0.701063133,-,0.671428571,cubic
LiTiO3,Li,Ti,FALSE,-,-,0.92,0.76,0.71,0.98,1.54,2.453211831,1.927848949,-2.120357143,0.777482338,-,0.507142857,orthorhombic
LiTlO3,Li,Tl,FALSE,-,-,0.92,0.76,1.2,0.98,1.62,2.453211831,2.297683747,-3.126571429,0.63095682,-,0.857142857,cubic
LiTmO3,Li,Tm,FALSE,-,-,0.92,0.76,0.96,0.98,1.25,2.453211831,2.119700811,-2.742428571,0.69512192,-,0.685714286,cubic
LiUO3,Li,U,FALSE,1,5,0.92,0.76,0.76,0.98,1.38,2.453211831,2.0478,-2.278285714,0.759485061,7.17810702,0.542857143,rhombohedral
LiVO3,Li,V,FALSE,1,5,0.92,0.76,0.54,0.98,1.63,2.453211831,1.758039163,-1.732571429,0.845612233,4.790207489,0.385714286,tetragonal
LiWO3,Li,W,FALSE,1,5,0.92,0.76,0.62,0.98,2.36,2.453211831,1.7456,-1.661285714,0.81212264,5.017991556,0.442857143,rhombohedral
LiYO3,Li,Y,FALSE,-,-,0.92,0.76,0.9,0.98,1.22,2.453211831,2.235124352,-2.625857143,0.713255536,-,0.642857143,cubic
LiYbO3,Li,Yb,FALSE,-,-,0.92,0.76,0.95,0.98,1.1,2.453211831,2.223980699,-2.770642857,0.698079886,-,0.678571429,cubic
LiZnO3,Li,Zn,FALSE,-,-,0.92,0.76,0.74,0.98,1.65,2.453211831,2.096140752,-2.147428571,0.766583053,-,0.528571429,cubic
LiZrO3,Li,Zr,FALSE,-,-,0.92,0.76,0.72,0.98,1.33,2.453211831,2.043777903,-2.210428571,0.773814968,-,0.514285714,rhombohedral
LuAcO3,Lu,Ac,FALSE,0,0,1.03,0.86,1.12,1.27,1.1,2.500929926,0,-3.104785714,0.681852968,-,0.8,orthorhombic
LuAgO3,Lu,Ag,FALSE,3,3,1.03,0.86,0.75,1.27,1.93,2.500929926,2.488353231,-2.058142857,0.799195106,5.853643846,0.535714286,cubic
LuAlO3,Lu,Al,TRUE,3,3,1.03,0.86,0.54,1.27,1.61,2.500929926,1.892894405,-1.755107143,0.885705917,2.454020461,0.385714286,orthorhombic
LuAsO3,Lu,As,FALSE,3,3,1.03,0.86,0.58,1.27,2.18,2.500929926,1.932227032,-1.625571429,0.867812868,2.690680254,0.414285714,cubic
LuAuO3,Lu,Au,FALSE,0,0,1.03,0.86,0.93,1.27,2.54,2.500929926,2.31369847,-2.194392857,0.737454712,-,0.664285714,cubic
LuBO3,Lu,B,FALSE,3,3,1.03,0.86,0.27,1.27,2.04,2.500929926,1.624661665,-1.055964286,1.028903879,4.732882385,0.192857143,cubic
LuBaO3,Lu,Ba,FALSE,-,-,1.03,0.86,1.35,1.27,0.89,2.500929926,2.64009357,-3.642857143,0.624825265,-,0.964285714,orthorhombic
LuBeO3,Lu,Be,FALSE,-,-,1.03,0.86,0.45,1.27,1.57,2.500929926,1.803349248,-1.5895,0.928794313,-,0.321428571,tetragonal
LuBiO3,Lu,Bi,FALSE,3,3,1.03,0.86,1.03,1.27,2.02,2.500929926,2.215655462,-2.586035714,0.707106781,-,0.735714286,cubic
LuCaO3,Lu,Ca,FALSE,-,-,1.03,0.86,1,1.27,1,2.500929926,2.318139449,-2.901142857,0.715945616,-,0.714285714,cubic
LuCdO3,Lu,Cd,FALSE,-,-,1.03,0.86,0.95,1.27,1.69,2.500929926,2.286435201,-2.547142857,0.731178501,-,0.678571429,cubic
LuCeO3,Lu,Ce,FALSE,3,3,1.03,0.86,1.01,1.27,1.12,2.500929926,2.268642439,-2.877035714,0.712974887,148.4108424,0.721428571,cubic
LuCoO3,Lu,Co,FALSE,3,3,1.03,0.86,0.61,1.27,1.88,2.500929926,1.930310969,-1.796035714,0.854860437,2.964880997,0.435714286,orthorhombic
LuCrO3,Lu,Cr,TRUE,3,3,1.03,0.86,0.62,1.27,1.66,2.500929926,1.960053288,-1.897,0.850628455,3.076669632,0.442857143,orthorhombic
LuCsO3,Lu,Cs,FALSE,-,-,1.03,0.86,1.67,1.27,0.79,2.500929926,3.009747218,-4.320785714,0.559696898,-,1.192857143,-
LuCuO3,Lu,Cu,FALSE,3,3,1.03,0.86,0.54,1.27,1.9,2.500929926,2.005573846,-1.648428571,0.885705917,2.454020461,0.385714286,orthorhombic
LuDyO3,Lu,Dy,FALSE,3,3,1.03,0.86,0.91,1.27,1.22,2.500929926,2.255580699,-2.639892857,0.743839601,19.95122172,0.65,cubic
LuErO3,Lu,Er,FALSE,3,3,1.03,0.86,0.89,1.27,1.24,2.500929926,2.250676638,-2.592464286,0.750336017,16.33816399,0.635714286,cubic
LuEuO3,Lu,Eu,FALSE,3,3,1.03,0.86,0.95,1.27,1.2,2.500929926,2.354367494,-2.727392857,0.731178501,32.70308721,0.678571429,orthorhombic
LuFeO3,Lu,Fe,TRUE,3,3,1.03,0.86,0.65,1.27,1.83,2.500929926,1.999521816,-1.894571429,0.838180233,3.480622904,0.464285714,orthorhombic
LuGaO3,Lu,Ga,FALSE,3,3,1.03,0.86,0.62,1.27,1.81,2.500929926,1.974643898,-1.841821429,0.850628455,3.076669632,0.442857143,orthorhombic
LuGdO3,Lu,Gd,FALSE,3,3,1.03,0.86,0.94,1.27,1.2,2.500929926,2.28415608,-2.707357143,0.734303196,28.44126841,0.671428571,cubic
LuGeO3,Lu,Ge,FALSE,3,3,1.03,0.86,0.63,1.27,2.01,2.500929926,1.899964183,-1.788285714,0.846438167,3.199478438,0.45,cubic
LuHfO3,Lu,Hf,FALSE,3,3,1.03,0.86,0.71,1.27,1.3,2.500929926,2.027412322,-2.20975,0.814345724,4.669514289,0.507142857,cubic
LuHgO3,Lu,Hg,FALSE,-,-,1.03,0.86,1.11,1.27,2,2.500929926,2.323654714,-2.753678571,0.684569513,-,0.792857143,cubic
LuHoO3,Lu,Ho,FALSE,3,3,1.03,0.86,0.9,1.27,1.23,2.500929926,2.25865608,-2.616178571,0.747073686,18.00286278,0.642857143,cubic
LuInO3,Lu,In,FALSE,3,3,1.03,0.86,0.8,1.27,1.78,2.500929926,2.147680955,-2.2135,0.781031581,8.034780477,0.571428571,cubic
LuIrO3,Lu,Ir,FALSE,3,3,1.03,0.86,0.68,1.27,2.2,2.500929926,2.009082787,-1.818571429,0.826091095,4.002669215,0.485714286,cubic
LuKO3,Lu,K,FALSE,-,-,1.03,0.86,1.38,1.27,0.82,2.500929926,2.723507129,-3.728714286,0.618082546,-,0.985714286,orthorhombic
LuLaO3,Lu,La,FALSE,3,3,1.03,0.86,1.03,1.27,1.1,2.500929926,2.376509378,-2.924464286,0.707106781,-,0.735714286,cubic
LuLiO3,Lu,Li,FALSE,-,-,1.03,0.86,0.76,1.27,0.98,2.500929926,2.095547886,-2.427642857,0.795495129,-,0.542857143,cubic
Lu2O3,Lu,Lu,FALSE,3,3,1.03,0.86,0.86,1.27,1.27,2.500929926,2.209114963,-2.521321429,0.760296229,12.54690882,0.614285714,cubic
LuMgO3,Lu,Mg,FALSE,-,-,1.03,0.86,0.72,1.27,1.31,2.500929926,2.046489492,-2.226107143,0.810504471,-,0.514285714,cubic
LuMnO3,Lu,Mn,TRUE,3,3,1.03,0.86,0.65,1.27,1.55,2.500929926,2.16999357,-1.997571429,0.838180233,3.480622904,0.464285714,orthorhombic
LuMoO3,Lu,Mo,FALSE,3,3,1.03,0.86,0.69,1.27,2.16,2.500929926,1.7893,-1.853321429,0.822138506,4.207241977,0.492857143,cubic
LuNaO3,Lu,Na,FALSE,-,-,1.03,0.86,1.02,1.27,0.93,2.500929926,2.425828064,-2.966964286,0.71002871,-,0.728571429,cubic
LuNbO3,Lu,Nb,FALSE,3,3,1.03,0.86,0.72,1.27,1.6,2.500929926,1.955055241,-2.119428571,0.810504471,4.930235309,0.514285714,cubic
LuNdO3,Lu,Nd,FALSE,3,3,1.03,0.86,0.98,1.27,1.14,2.500929926,2.320966993,-2.809571429,0.721961966,55.79202749,0.7,cubic
LuNiO3,Lu,Ni,FALSE,3,3,1.03,0.86,0.6,1.27,1.91,2.500929926,2.103725488,-1.764964286,0.859134739,2.863585784,0.428571429,orthorhombic
LuNpO3,Lu,Np,FALSE,0,0,1.03,0.86,0.86,1.27,1.36,2.500929926,0,-2.488214286,0.760296229,-,0.614285714,cubic
LuOsO3,Lu,Os,FALSE,0,0,1.03,0.86,0.57,1.27,2.2,2.500929926,1.954921624,-1.598178571,0.872218009,-,0.407142857,cubic
LuPaO3,Lu,Pa,FALSE,0,0,1.03,0.86,0.91,1.27,1.5,2.500929926,0,-2.536892857,0.743839601,-,0.65,cubic
LuPbO3,Lu,Pb,FALSE,-,-,1.03,0.86,0.99,1.27,2.33,2.500929926,2.362863567,-2.391857143,0.718941204,-,0.707142857,cubic
LuPdO3,Lu,Pd,FALSE,-,-,1.03,0.86,0.75,1.27,2.2,2.500929926,2.04250519,-1.958821429,0.799195106,-,0.535714286,cubic
LuPmO3,Lu,Pm,FALSE,0,0,1.03,0.86,0.97,1.27,1.13,2.500929926,0,-2.793214286,0.725008219,-,0.692857143,cubic
LuPrO3,Lu,Pr,FALSE,3,3,1.03,0.86,0.99,1.27,1.13,2.500929926,2.340791612,-2.833285714,0.718941204,71.21444537,0.707142857,cubic
LuPtO3,Lu,Pt,FALSE,0,0,1.03,0.86,0.67,1.27,2.28,2.500929926,2.64390067,-1.769107143,0.830081874,-,0.478571429,cubic
LuPuO3,Lu,Pu,FALSE,0,0,1.03,0.86,0.83,1.27,1.28,2.500929926,2.226583834,-2.457535714,0.77052443,-,0.592857143,cubic
LuRbO3,Lu,Rb,FALSE,-,-,1.03,0.86,1.52,1.27,0.82,2.500929926,2.825996661,-4.009214286,0.588448451,-,1.085714286,cubic
LuReO3,Lu,Re,FALSE,3,3,1.03,0.86,0.63,1.27,1.9,2.500929926,1.98797081,-1.82875,0.846438167,3.199478438,0.45,cubic
LuRhO3,Lu,Rh,FALSE,3,3,1.03,0.86,0.67,1.27,2.28,2.500929926,2.001424352,-1.769107143,0.830081874,3.814087726,0.478571429,cubic
LuRuO3,Lu,Ru,FALSE,3,3,1.03,0.86,0.68,1.27,2.2,2.500929926,2.018753288,-1.818571429,0.826091095,4.002669215,0.485714286,cubic
LuSbO3,Lu,Sb,FALSE,3,3,1.03,0.86,0.76,1.27,2.05,2.500929926,2.075848892,-2.034035714,0.795495129,6.216604211,0.542857143,cubic
LuScO3,Lu,Sc,FALSE,3,3,1.03,0.86,0.75,1.27,1.36,2.500929926,2.074614707,-2.267821429,0.799195106,5.853643846,0.535714286,cubic
LuSiO3,Lu,Si,FALSE,3,3,1.03,0.86,0.4,1.27,1.9,2.500929926,1.783360927,-1.367928571,0.954594155,2.667260987,0.285714286,cubic
LuSmO3,Lu,Sm,FALSE,3,3,1.03,0.86,0.96,1.27,1.17,2.500929926,2.311832729,-2.758464286,0.728080287,38.19168885,0.685714286,cubic
LuSnO3,Lu,Sn,FALSE,-,-,1.03,0.86,0.69,1.27,1.96,2.500929926,2.052287148,-1.926892857,0.822138506,-,0.492857143,cubic
LuSrO3,Lu,Sr,FALSE,-,-,1.03,0.86,1.18,1.27,0.95,2.500929926,2.452968591,-3.280178571,0.665995922,-,0.842857143,orthorhombic
LuTaO3,Lu,Ta,FALSE,3,3,1.03,0.86,0.72,1.27,1.5,2.500929926,1.956808277,-2.156214286,0.810504471,4.930235309,0.514285714,cubic
LuTbO3,Lu,Tb,FALSE,3,3,1.03,0.86,0.92,1.27,1.2,2.500929926,2.256932729,-2.667285714,0.740633396,22.26039173,0.657142857,cubic
LuTcO3,Lu,Tc,FALSE,0,0,1.03,0.86,0.6,1.27,1.9,2.500929926,0,-1.768642857,0.859134739,-,0.428571429,cubic
LuTeO3,Lu,Te,FALSE,-,-,1.03,0.86,0.77,1.27,2.1,2.500929926,2.115491508,-2.035678571,0.791829253,-,0.55,cubic
LuThO3,Lu,Th,FALSE,-,-,1.03,0.86,0.94,1.27,1.3,2.500929926,2.246056043,-2.670571429,0.734303196,-,0.671428571,cubic
LuTiO3,Lu,Ti,TRUE,3,3,1.03,0.86,0.67,1.27,1.54,2.500929926,1.927848949,-2.041321429,0.830081874,3.814087726,0.478571429,orthorhombic
LuTlO3,Lu,Tl,FALSE,3,3,1.03,0.86,0.89,1.27,1.62,2.500929926,2.297683747,-2.452678571,0.750336017,16.33816399,0.635714286,orthorhombic
LuTmO3,Lu,Tm,FALSE,3,3,1.03,0.86,0.88,1.27,1.25,2.500929926,2.119700811,-2.56875,0.753626964,14.90055482,0.628571429,cubic
LuUO3,Lu,U,FALSE,3,3,1.03,0.86,1.03,1.27,1.38,2.500929926,2.0478,-2.821464286,0.707106781,-,0.735714286,cubic
LuVO3,Lu,V,FALSE,3,3,1.03,0.86,0.64,1.27,1.63,2.500929926,1.758039163,-1.948107143,0.84228896,3.333904436,0.457142857,cubic
LuWO3,Lu,W,FALSE,3,3,1.03,0.86,0.66,1.27,2.36,2.500929926,1.7456,-1.719642857,0.834111397,3.640396778,0.471428571,cubic
LuYO3,Lu,Y,FALSE,3,3,1.03,0.86,0.9,1.27,1.22,2.500929926,2.235124352,-2.619857143,0.747073686,18.00286278,0.642857143,cubic
LuYbO3,Lu,Yb,FALSE,3,3,1.03,0.86,0.87,1.27,1.1,2.500929926,2.223980699,-2.603892857,0.756946907,13.64761409,0.621428571,cubic
LuZnO3,Lu,Zn,FALSE,-,-,1.03,0.86,0.74,1.27,1.65,2.500929926,2.096140752,-2.141107143,0.802929663,-,0.528571429,cubic
LuZrO3,Lu,Zr,FALSE,3,3,1.03,0.86,0.72,1.27,1.33,2.500929926,2.043777903,-2.21875,0.810504471,4.930235309,0.514285714,cubic
MgAcO3,Mg,Ac,FALSE,0,0,0.89,0.72,1.12,1.31,1.1,2.401380848,0,-2.971785714,0.642569258,-,0.8,orthorhombic
MgAgO3,Mg,Ag,FALSE,-,-,0.89,0.72,0.95,1.31,1.93,2.401380848,2.488353231,-2.369785714,0.689052991,-,0.678571429,cubic
MgAlO3,Mg,Al,FALSE,-,-,0.89,0.72,0.54,1.31,1.61,2.401380848,1.892894405,-1.655892857,0.834677592,-,0.385714286,orthorhombic
MgAsO3,Mg,As,FALSE,-,-,0.89,0.72,0.52,1.31,2.18,2.401380848,1.932227032,-1.434928571,0.84337215,-,0.371428571,cubic
MgAuO3,Mg,Au,FALSE,0,0,0.89,0.72,0.93,1.31,2.54,2.401380848,2.31369847,-2.136107143,0.694967609,-,0.664285714,cubic
MgBO3,Mg,B,FALSE,-,-,0.89,0.72,0.27,1.31,2.04,2.401380848,1.624661665,-0.982107143,0.969625466,-,0.192857143,cubic
MgBaO3,Mg,Ba,FALSE,-,-,0.89,0.72,1.35,1.31,0.89,2.401380848,2.64009357,-3.496071429,0.588827101,-,0.964285714,orthorhombic
MgBeO3,Mg,Be,FALSE,-,-,0.89,0.72,0.45,1.31,1.57,2.401380848,1.803349248,-1.489571429,0.875283529,-,0.321428571,cubic
MgBiO3,Mg,Bi,FALSE,-,-,0.89,0.72,0.9,1.31,2.02,2.401380848,2.215655462,-2.241714286,0.704032404,-,0.642857143,cubic
MgCaO3,Mg,Ca,FALSE,-,-,0.89,0.72,1,1.31,1,2.401380848,2.318139449,-2.764857143,0.67469772,-,0.714285714,cubic
MgCdO3,Mg,Cd,FALSE,-,-,0.89,0.72,0.95,1.31,1.69,2.401380848,2.286435201,-2.446071429,0.689052991,-,0.678571429,cubic
MgCeO3,Mg,Ce,FALSE,2,4,0.89,0.72,0.87,1.31,1.12,2.401380848,2.268642439,-2.468107143,0.713336797,87.62830882,0.621428571,orthorhombic
MgCoO3,Mg,Co,FALSE,2,4,0.89,0.72,0.53,1.31,1.88,2.401380848,1.930310969,-1.550178571,0.839002347,5.120773418,0.378571429,cubic
MgCrO3,Mg,Cr,FALSE,2,4,0.89,0.72,0.55,1.31,1.66,2.401380848,1.960053288,-1.659892857,0.830397194,5.269622888,0.392857143,cubic
MgCsO3,Mg,Cs,FALSE,-,-,0.89,0.72,1.67,1.31,0.79,2.401380848,3.009747218,-4.164428571,0.527450987,-,1.192857143,cubic
MgCuO3,Mg,Cu,FALSE,-,-,0.89,0.72,0.68,1.31,1.9,2.401380848,2.005573846,-1.842214286,0.77849737,-,0.485714286,cubic
MgDyO3,Mg,Dy,FALSE,-,-,0.89,0.72,0.99,1.31,1.22,2.401380848,2.255580699,-2.675035714,0.677520723,-,0.707142857,cubic
MgErO3,Mg,Er,FALSE,-,-,0.89,0.72,0.89,1.31,1.24,2.401380848,2.250676638,-2.46975,0.707106781,-,0.635714286,cubic
MgEuO3,Mg,Eu,FALSE,-,-,0.89,0.72,1.06,1.31,1.2,2.401380848,2.354367494,-2.820642857,0.658241678,-,0.757142857,orthorhombic
MgFeO3,Mg,Fe,FALSE,2,4,0.89,0.72,0.59,1.31,1.83,2.401380848,1.999521816,-1.685428571,0.813705793,5.711623841,0.421428571,orthorhombic
MgGaO3,Mg,Ga,FALSE,-,-,0.89,0.72,0.62,1.31,1.81,2.401380848,1.974643898,-1.751464286,0.801621054,-,0.442857143,cubic
MgGdO3,Mg,Gd,FALSE,-,-,0.89,0.72,0.94,1.31,1.2,2.401380848,2.28415608,-2.581928571,0.691997662,-,0.671428571,cubic
MgGeO3,Mg,Ge,FALSE,2,4,0.89,0.72,0.53,1.31,2.01,2.401380848,1.899964183,-1.508857143,0.839002347,5.120773418,0.378571429,cubic
MgHfO3,Mg,Hf,FALSE,2,4,0.89,0.72,0.71,1.31,1.3,2.401380848,2.027412322,-2.092607143,0.767428687,9.06707425,0.507142857,cubic
MgHgO3,Mg,Hg,FALSE,-,-,0.89,0.72,1.11,1.31,2,2.401380848,2.323654714,-2.665821429,0.645129294,-,0.792857143,cubic
MgHoO3,Mg,Ho,FALSE,-,-,0.89,0.72,0.9,1.31,1.23,2.401380848,2.25865608,-2.492821429,0.704032404,-,0.642857143,cubic
MgInO3,Mg,In,FALSE,-,-,0.89,0.72,0.8,1.31,1.78,2.401380848,2.147680955,-2.119071429,0.736033877,-,0.571428571,cubic
MgIrO3,Mg,Ir,FALSE,2,4,0.89,0.72,0.63,1.31,2.2,2.401380848,2.009082787,-1.647392857,0.797672182,6.399887596,0.45,cubic
MgKO3,Mg,K,FALSE,-,-,0.89,0.72,1.38,1.31,0.82,2.401380848,2.723507129,-3.578,0.582472852,-,0.985714286,cubic
MgLaO3,Mg,La,FALSE,-,-,0.89,0.72,1.03,1.31,1.1,2.401380848,2.376509378,-2.79275,0.666368119,-,0.735714286,orthorhombic
MgLiO3,Mg,Li,FALSE,-,-,0.89,0.72,0.76,1.31,0.98,2.401380848,2.095547886,-2.293785714,0.749664134,-,0.542857143,cubic
MgLuO3,Mg,Lu,FALSE,-,-,0.89,0.72,0.86,1.31,1.27,2.401380848,2.209114963,-2.400535714,0.716493154,-,0.614285714,cubic
Mg2O3,Mg,Mg,FALSE,-,-,0.89,0.72,0.72,1.31,1.31,2.401380848,2.046489492,-2.109321429,0.76380874,-,0.514285714,cubic
MgMnO3,Mg,Mn,FALSE,2,4,0.89,0.72,0.53,1.31,1.55,2.401380848,2.16999357,-1.655071429,0.839002347,5.120773418,0.378571429,orthorhombic
MgMoO3,Mg,Mo,FALSE,2,4,0.89,0.72,0.65,1.31,2.16,2.401380848,1.7893,-1.699892857,0.789890014,6.868148088,0.464285714,cubic
MgNaO3,Mg,Na,FALSE,-,-,0.89,0.72,1.02,1.31,0.93,2.401380848,2.425828064,-2.826892857,0.669121706,-,0.728571429,cubic
MgNbO3,Mg,Nb,FALSE,2,4,0.89,0.72,0.68,1.31,1.6,2.401380848,1.955055241,-1.937571429,0.77849737,7.785201294,0.485714286,cubic
MgNdO3,Mg,Nd,FALSE,-,-,0.89,0.72,0.98,1.31,1.14,2.401380848,2.320966993,-2.680571429,0.680367449,-,0.7,orthorhombic
MgNiO3,Mg,Ni,FALSE,2,4,0.89,0.72,0.48,1.31,1.91,2.401380848,2.103725488,-1.441178571,0.861316239,4.922693501,0.342857143,cubic
MgNpO3,Mg,Np,FALSE,0,0,0.89,0.72,0.86,1.31,1.36,2.401380848,0,-2.371928571,0.716493154,-,0.614285714,orthorhombic
MgOsO3,Mg,Os,FALSE,0,0,0.89,0.72,0.57,1.31,2.2,2.401380848,1.954921624,-1.528035714,0.821966766,-,0.407142857,cubic
MgPaO3,Mg,Pa,FALSE,0,0,0.89,0.72,0.91,1.31,1.5,2.401380848,0,-2.426892857,0.700984645,-,0.65,cubic
MgPbO3,Mg,Pb,FALSE,2,4,0.89,0.72,0.78,1.31,2.33,2.401380848,2.362863567,-1.904464286,0.742786481,15.09263411,0.557142857,cubic
MgPdO3,Mg,Pd,FALSE,2,4,0.89,0.72,0.62,1.31,2.2,2.401380848,2.04250519,-1.6275,0.801621054,6.199840394,0.442857143,cubic
MgPmO3,Mg,Pm,FALSE,0,0,0.89,0.72,0.97,1.31,1.13,2.401380848,0,-2.663857143,0.683238198,-,0.692857143,orthorhombic
MgPrO3,Mg,Pr,FALSE,2,4,0.89,0.72,0.85,1.31,1.13,2.401380848,2.340791612,-2.425142857,0.719677568,43.18609308,0.607142857,orthorhombic
MgPtO3,Mg,Pt,FALSE,0,0,0.89,0.72,0.67,1.31,2.28,2.401380848,2.64390067,-1.701535714,0.782258227,-,0.478571429,cubic
MgPuO3,Mg,Pu,FALSE,0,0,0.89,0.72,0.83,1.31,1.28,2.401380848,2.226583834,-2.337678571,0.726132076,-,0.592857143,orthorhombic
MgRbO3,Mg,Rb,FALSE,-,-,0.89,0.72,1.52,1.31,0.82,2.401380848,2.825996661,-3.8565,0.554546072,-,1.085714286,cubic
MgReO3,Mg,Re,FALSE,2,4,0.89,0.72,0.63,1.31,1.9,2.401380848,1.98797081,-1.74275,0.797672182,6.399887596,0.45,cubic
MgRhO3,Mg,Rh,FALSE,2,4,0.89,0.72,0.6,1.31,2.28,2.401380848,2.001424352,-1.562285714,0.809637264,5.857371647,0.428571429,cubic
MgRuO3,Mg,Ru,FALSE,2,4,0.89,0.72,0.62,1.31,2.2,2.401380848,2.018753288,-1.6275,0.801621054,6.199840394,0.442857143,cubic
MgSbO3,Mg,Sb,FALSE,2,4,0.89,0.72,0.68,1.31,2.05,2.401380848,2.075848892,-1.794535714,0.77849737,7.785201294,0.485714286,cubic
MgScO3,Mg,Sc,FALSE,-,-,0.89,0.72,0.75,1.31,1.36,2.401380848,2.074614707,-2.153107143,0.753150944,-,0.535714286,cubic
MgSiO3,Mg,Si,FALSE,2,4,0.89,0.72,0.4,1.31,1.9,2.401380848,1.783360927,-1.285214286,0.899596961,5.06419071,0.285714286,orthorhombic
MgSmO3,Mg,Sm,FALSE,-,-,0.89,0.72,0.96,1.31,1.17,2.401380848,2.311832729,-2.63125,0.686133275,-,0.685714286,orthorhombic
MgSnO3,Mg,Sn,FALSE,2,4,0.89,0.72,0.69,1.31,1.96,2.401380848,2.052287148,-1.843035714,0.774772502,8.164181798,0.492857143,cubic
MgSrO3,Mg,Sr,FALSE,-,-,0.89,0.72,1.18,1.31,0.95,2.401380848,2.452968591,-3.138821429,0.627625786,-,0.842857143,cubic
MgTaO3,Mg,Ta,FALSE,2,4,0.89,0.72,0.68,1.31,1.5,2.401380848,1.956808277,-1.969357143,0.77849737,7.785201294,0.485714286,cubic
MgTbO3,Mg,Tb,FALSE,2,4,0.89,0.72,0.76,1.31,1.2,2.401380848,2.256932729,-2.223857143,0.749664134,12.67465959,0.542857143,cubic
MgTcO3,Mg,Tc,FALSE,0,0,0.89,0.72,0.6,1.31,1.9,2.401380848,0,-1.683071429,0.809637264,-,0.428571429,cubic
MgTeO3,Mg,Te,FALSE,2,4,0.89,0.72,0.97,1.31,2.1,2.401380848,2.115491508,-2.355535714,0.683238198,-23.87601427,0.692857143,cubic
